Strategy,Date,From State,To State,From Asset,To Asset,Trade,Whipsaw,Duration Days,Exit Timing,Re-entry Timing,Downside Avoided,Transition Quality
A-RVol v3 (NASDAQ QQQ Moderate),2009-07-06,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.052674811154726386,,0.0,73.67902266143284
A-RVol v3 (NASDAQ QQQ Moderate),2009-07-07,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2009-07-08,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.04609074719991435,,0.0,74.46911033601029
A-RVol v3 (NASDAQ QQQ Moderate),2009-07-09,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2009-07-10,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.023593475759807414,,0.0,77.16878290882312
A-RVol v3 (NASDAQ QQQ Moderate),2009-07-13,DEFENSIVE,MODERATE,TLT,QQQ,True,False,17,,0.0,,88.45178560802212
A-RVol v3 (NASDAQ QQQ Moderate),2009-08-05,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,8,,,,75.89247322847228
A-RVol v3 (NASDAQ QQQ Moderate),2009-08-17,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,10,,,,83.67980186119865
A-RVol v3 (NASDAQ QQQ Moderate),2009-08-31,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.02868440435532338,,-0.0007641406451427413,76.61900272897262
A-RVol v3 (NASDAQ QQQ Moderate),2009-09-01,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2009-09-02,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.0229970922027265,,0.0,77.24034893567281
A-RVol v3 (NASDAQ QQQ Moderate),2009-09-03,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2009-09-04,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,0.0074180719847107834,,0.0,80.0
A-RVol v3 (NASDAQ QQQ Moderate),2009-09-08,DEFENSIVE,MODERATE,TLT,QQQ,True,False,10,,0.0,,82.10112014267558
A-RVol v3 (NASDAQ QQQ Moderate),2009-09-22,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,10,,,,60.67152013013809
A-RVol v3 (NASDAQ QQQ Moderate),2009-10-06,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,12,,,,82.44164034070835
A-RVol v3 (NASDAQ QQQ Moderate),2009-10-22,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,6,,,,54.257531401488244
A-RVol v3 (NASDAQ QQQ Moderate),2009-10-30,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,26,,,,85.95704077830939
A-RVol v3 (NASDAQ QQQ Moderate),2009-12-08,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,30,,,,94.8147915030896
A-RVol v3 (NASDAQ QQQ Moderate),2010-01-22,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,5,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2010-01-29,MODERATE,DEFENSIVE,QQQ,TLT,True,False,11,0.00979702419309536,,-0.003610207578496616,80.28881660627974
A-RVol v3 (NASDAQ QQQ Moderate),2010-02-16,DEFENSIVE,MODERATE,TLT,QQQ,True,False,8,,0.0036232884017437517,,79.27638878551102
A-RVol v3 (NASDAQ QQQ Moderate),2010-02-26,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,46,,,,98.62707989396185
A-RVol v3 (NASDAQ QQQ Moderate),2010-05-04,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,2,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2010-05-06,MODERATE,DEFENSIVE,QQQ,TLT,True,True,2,-0.05237049231801083,,-0.07494241321051642,79.71093397868002
A-RVol v3 (NASDAQ QQQ Moderate),2010-05-10,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2010-05-11,MODERATE,DEFENSIVE,QQQ,TLT,True,False,54,-0.008397623921007624,,-0.05211726136605621,83.16166603876358
A-RVol v3 (NASDAQ QQQ Moderate),2010-07-28,DEFENSIVE,MODERATE,TLT,QQQ,True,False,17,,0.029740865529340077,,77.97720378045885
A-RVol v3 (NASDAQ QQQ Moderate),2010-08-20,MODERATE,DEFENSIVE,QQQ,TLT,True,False,16,0.004233114867438381,,0.0,80.0
A-RVol v3 (NASDAQ QQQ Moderate),2010-09-14,DEFENSIVE,MODERATE,TLT,QQQ,True,False,8,,0.0,,82.50254458087254
A-RVol v3 (NASDAQ QQQ Moderate),2010-09-24,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,47,,,,81.21777354066963
A-RVol v3 (NASDAQ QQQ Moderate),2010-12-01,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,11,,,,81.45890757836824
A-RVol v3 (NASDAQ QQQ Moderate),2010-12-16,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,52,,,,91.56393345563737
A-RVol v3 (NASDAQ QQQ Moderate),2011-03-03,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,24,,,,69.82780326117322
A-RVol v3 (NASDAQ QQQ Moderate),2011-04-06,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,48,,,,77.85712839167243
A-RVol v3 (NASDAQ QQQ Moderate),2011-06-15,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2011-06-16,MODERATE,DEFENSIVE,QQQ,TLT,True,True,4,-0.009678333425923613,,-0.008207116266607972,79.4951692902178
A-RVol v3 (NASDAQ QQQ Moderate),2011-06-22,DEFENSIVE,MODERATE,TLT,QQQ,True,False,28,,0.008275030403237071,,85.36848067806693
A-RVol v3 (NASDAQ QQQ Moderate),2011-08-02,MODERATE,DEFENSIVE,QQQ,TLT,True,False,99,-0.03131335472385921,,0.0,76.24239743313689
A-RVol v3 (NASDAQ QQQ Moderate),2011-12-21,DEFENSIVE,MODERATE,TLT,QQQ,True,False,14,,0.0,,83.96234560720202
A-RVol v3 (NASDAQ QQQ Moderate),2012-01-12,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,71,,,,96.2321018437408
A-RVol v3 (NASDAQ QQQ Moderate),2012-04-25,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,74.90195290770163
A-RVol v3 (NASDAQ QQQ Moderate),2012-05-16,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,3,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2012-05-21,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,7,,,,79.59730598936014
A-RVol v3 (NASDAQ QQQ Moderate),2012-05-31,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.03897541350398481,,0.0,75.32295037952181
A-RVol v3 (NASDAQ QQQ Moderate),2012-06-01,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2012-06-04,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.02768059881973528,,0.0,76.67832814163177
A-RVol v3 (NASDAQ QQQ Moderate),2012-06-05,DEFENSIVE,MODERATE,TLT,QQQ,True,False,49,,0.0,,85.12978051296015
A-RVol v3 (NASDAQ QQQ Moderate),2012-08-14,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,58,,,,85.53428697745065
A-RVol v3 (NASDAQ QQQ Moderate),2012-11-07,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,16,,,,75.56081458370335
A-RVol v3 (NASDAQ QQQ Moderate),2012-11-30,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,21,,,,68.10857997630409
A-RVol v3 (NASDAQ QQQ Moderate),2013-01-02,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,78.41629698139513
A-RVol v3 (NASDAQ QQQ Moderate),2013-01-24,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,58,,,,80.50790528075268
A-RVol v3 (NASDAQ QQQ Moderate),2013-04-18,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,14,,,,84.89497389628974
A-RVol v3 (NASDAQ QQQ Moderate),2013-05-08,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,33,,,,79.58374388420378
A-RVol v3 (NASDAQ QQQ Moderate),2013-06-25,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,12,,,,83.7243498858522
A-RVol v3 (NASDAQ QQQ Moderate),2013-07-12,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,67,,,,78.45990355388236
A-RVol v3 (NASDAQ QQQ Moderate),2013-10-16,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,9,,,,81.56257764992341
A-RVol v3 (NASDAQ QQQ Moderate),2013-10-29,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,59,,,,76.92469418090411
A-RVol v3 (NASDAQ QQQ Moderate),2014-01-24,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,4,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2014-01-30,MODERATE,DEFENSIVE,QQQ,TLT,True,False,17,-0.0011062923990682316,,-0.016844427246173188,81.21479909180567
A-RVol v3 (NASDAQ QQQ Moderate),2014-02-25,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2014-02-26,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,24,,,,73.09490347318054
A-RVol v3 (NASDAQ QQQ Moderate),2014-04-01,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,3,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2014-04-04,MODERATE,DEFENSIVE,QQQ,TLT,True,False,19,-0.0018257141311789349,,-0.011543942723380773,80.70442972212899
A-RVol v3 (NASDAQ QQQ Moderate),2014-05-02,DEFENSIVE,MODERATE,TLT,QQQ,True,False,10,,0.011678761679286387,,77.96765108864909
A-RVol v3 (NASDAQ QQQ Moderate),2014-05-16,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,97,,,,93.29377361088314
A-RVol v3 (NASDAQ QQQ Moderate),2014-10-03,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,3,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2014-10-08,MODERATE,DEFENSIVE,QQQ,TLT,True,False,23,0.002556238895557561,,0.0,80.0
A-RVol v3 (NASDAQ QQQ Moderate),2014-11-10,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2014-11-11,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,26,,,,86.09199975296242
A-RVol v3 (NASDAQ QQQ Moderate),2014-12-18,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2014-12-19,MODERATE,DEFENSIVE,QQQ,TLT,True,False,39,0.0014019325914083058,,-0.019130287186790107,81.5304229749432
A-RVol v3 (NASDAQ QQQ Moderate),2015-02-18,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2015-02-19,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,52,,,,73.13683701636717
A-RVol v3 (NASDAQ QQQ Moderate),2015-05-05,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,19,,,,81.02175641744014
A-RVol v3 (NASDAQ QQQ Moderate),2015-06-02,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,28,,,,65.72410187894825
A-RVol v3 (NASDAQ QQQ Moderate),2015-07-13,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,29,,,,83.24265291951306
A-RVol v3 (NASDAQ QQQ Moderate),2015-08-21,MODERATE,DEFENSIVE,QQQ,TLT,True,True,3,-0.0753835454063847,,-0.019217507676707157,72.49137516537041
A-RVol v3 (NASDAQ QQQ Moderate),2015-08-26,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2015-08-27,MODERATE,DEFENSIVE,QQQ,TLT,True,False,36,0.005734653072828166,,-0.011219683528615909,80.89757468228927
A-RVol v3 (NASDAQ QQQ Moderate),2015-10-19,DEFENSIVE,MODERATE,TLT,QQQ,True,False,35,,0.011346993201336364,,82.95690180688047
A-RVol v3 (NASDAQ QQQ Moderate),2015-12-08,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.019711760539801726,,-0.07584664308697608,83.70232018218188
A-RVol v3 (NASDAQ QQQ Moderate),2015-12-09,DEFENSIVE,MODERATE,TLT,QQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2015-12-11,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.03065308639545139,,-0.08437479613554821,83.0716133233897
A-RVol v3 (NASDAQ QQQ Moderate),2015-12-14,DEFENSIVE,MODERATE,TLT,QQQ,True,False,13,,0.013294495555729702,,80.56830158331292
A-RVol v3 (NASDAQ QQQ Moderate),2016-01-04,MODERATE,DEFENSIVE,QQQ,TLT,True,False,18,0.0005764288023522024,,-0.07500248725983005,86.00019898078641
A-RVol v3 (NASDAQ QQQ Moderate),2016-01-29,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2016-02-01,MODERATE,DEFENSIVE,QQQ,TLT,True,False,26,-0.00954363658219759,,-0.0015263020005102934,78.97686777017711
A-RVol v3 (NASDAQ QQQ Moderate),2016-03-09,DEFENSIVE,MODERATE,TLT,QQQ,True,False,14,,0.0015286351594121506,,81.92303311123278
A-RVol v3 (NASDAQ QQQ Moderate),2016-03-30,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,61,,,,76.4285384211422
A-RVol v3 (NASDAQ QQQ Moderate),2016-06-24,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2016-06-27,MODERATE,DEFENSIVE,QQQ,TLT,True,True,4,-0.006344217545821262,,-0.006106488875155747,79.72721300451391
A-RVol v3 (NASDAQ QQQ Moderate),2016-07-01,DEFENSIVE,MODERATE,TLT,QQQ,True,False,11,,0.006144007186690059,,82.5640085715352
A-RVol v3 (NASDAQ QQQ Moderate),2016-07-19,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,220,,,,90.81159030545629
A-RVol v3 (NASDAQ QQQ Moderate),2017-06-02,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,4,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2017-06-08,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2017-06-09,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,6,,,,77.91004783016092
A-RVol v3 (NASDAQ QQQ Moderate),2017-06-19,MODERATE,DEFENSIVE,QQQ,TLT,True,False,23,-0.000416730003189425,,-0.02137193227233747,81.65974698140427
A-RVol v3 (NASDAQ QQQ Moderate),2017-07-21,DEFENSIVE,MODERATE,TLT,QQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2017-07-25,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,17,,,,70.25384722123432
A-RVol v3 (NASDAQ QQQ Moderate),2017-08-17,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2017-08-18,MODERATE,DEFENSIVE,QQQ,TLT,True,False,14,-0.013611954295849826,,-0.007609837761936689,78.97535250545295
A-RVol v3 (NASDAQ QQQ Moderate),2017-09-08,DEFENSIVE,MODERATE,TLT,QQQ,True,False,10,,0.0,,81.02629048919992
A-RVol v3 (NASDAQ QQQ Moderate),2017-09-22,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,25,,,,83.18518408904244
A-RVol v3 (NASDAQ QQQ Moderate),2017-10-27,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,81.29061482384868
A-RVol v3 (NASDAQ QQQ Moderate),2017-11-17,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,10,,,,83.03520160684181
A-RVol v3 (NASDAQ QQQ Moderate),2017-12-04,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,83.28032846914034
A-RVol v3 (NASDAQ QQQ Moderate),2017-12-26,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,26,,,,96.85456230398574
A-RVol v3 (NASDAQ QQQ Moderate),2018-02-02,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2018-02-05,MODERATE,DEFENSIVE,QQQ,TLT,True,False,69,-0.011075164516375913,,-0.0024423302538113534,78.8663666783398
A-RVol v3 (NASDAQ QQQ Moderate),2018-05-15,DEFENSIVE,MODERATE,TLT,QQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2018-05-17,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,38,,,,90.45290892120013
A-RVol v3 (NASDAQ QQQ Moderate),2018-07-12,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,5,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2018-07-19,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,58,,,,72.53327149430721
A-RVol v3 (NASDAQ QQQ Moderate),2018-10-10,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2018-10-11,MODERATE,DEFENSIVE,QQQ,TLT,True,False,10,-0.035140466762210276,,-0.06956604514246922,81.34842759993231
A-RVol v3 (NASDAQ QQQ Moderate),2018-10-25,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2018-10-26,MODERATE,DEFENSIVE,QQQ,TLT,True,False,63,0.0026018733414683304,,0.0,80.0
A-RVol v3 (NASDAQ QQQ Moderate),2019-01-30,DEFENSIVE,MODERATE,TLT,QQQ,True,False,31,,0.0,,83.62627863070716
A-RVol v3 (NASDAQ QQQ Moderate),2019-03-15,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,40,,,,89.84801223972926
A-RVol v3 (NASDAQ QQQ Moderate),2019-05-13,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,9,,,,80.39155778751757
A-RVol v3 (NASDAQ QQQ Moderate),2019-05-24,MODERATE,DEFENSIVE,QQQ,TLT,True,False,7,-0.030907550979724974,,0.0,76.291093882433
A-RVol v3 (NASDAQ QQQ Moderate),2019-06-05,DEFENSIVE,MODERATE,TLT,QQQ,True,False,17,,0.0,,84.94862130263587
A-RVol v3 (NASDAQ QQQ Moderate),2019-06-28,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,25,,,,89.9076885175291
A-RVol v3 (NASDAQ QQQ Moderate),2019-08-05,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,9,,,,81.60239482062089
A-RVol v3 (NASDAQ QQQ Moderate),2019-08-16,MODERATE,DEFENSIVE,QQQ,TLT,True,False,13,0.016699167902582523,,-0.03837118421086194,83.06969473686895
A-RVol v3 (NASDAQ QQQ Moderate),2019-09-05,DEFENSIVE,MODERATE,TLT,QQQ,True,False,7,,0.005979572201922467,,79.88730849529384
A-RVol v3 (NASDAQ QQQ Moderate),2019-09-16,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,19,,,,63.48733784007507
A-RVol v3 (NASDAQ QQQ Moderate),2019-10-11,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,10,,,,80.23026672584191
A-RVol v3 (NASDAQ QQQ Moderate),2019-10-25,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,68,,,,87.52579782497813
A-RVol v3 (NASDAQ QQQ Moderate),2020-02-04,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,13,,,,83.3446167565582
A-RVol v3 (NASDAQ QQQ Moderate),2020-02-24,MODERATE,DEFENSIVE,QQQ,TLT,True,False,61,0.017411830193767575,,-0.010890499281516974,80.87123994252136
A-RVol v3 (NASDAQ QQQ Moderate),2020-05-20,DEFENSIVE,MODERATE,TLT,QQQ,True,False,14,,0.011010408123272697,,79.93723667056976
A-RVol v3 (NASDAQ QQQ Moderate),2020-06-10,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2020-06-11,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,12,,,,84.25190178876062
A-RVol v3 (NASDAQ QQQ Moderate),2020-06-29,MODERATE,DEFENSIVE,QQQ,TLT,True,True,3,0.006786841588675152,,0.0,80.0
A-RVol v3 (NASDAQ QQQ Moderate),2020-07-02,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2020-07-06,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.00688903091720372,,-0.0040918721609374265,79.50066606281055
A-RVol v3 (NASDAQ QQQ Moderate),2020-07-07,DEFENSIVE,MODERATE,TLT,QQQ,True,False,40,,0.00410868437213785,,83.79986161738414
A-RVol v3 (NASDAQ QQQ Moderate),2020-09-01,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,2,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2020-09-03,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,3,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2020-09-09,MODERATE,DEFENSIVE,QQQ,TLT,True,False,32,-0.033239628344608696,,-0.053943596209238165,80.32673229538601
A-RVol v3 (NASDAQ QQQ Moderate),2020-10-23,DEFENSIVE,MODERATE,TLT,QQQ,True,False,27,,0.05701942927830839,,75.93073245531929
A-RVol v3 (NASDAQ QQQ Moderate),2020-12-02,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,31,,,,84.89892698272382
A-RVol v3 (NASDAQ QQQ Moderate),2021-01-19,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,31,,,,83.72400440826924
A-RVol v3 (NASDAQ QQQ Moderate),2021-03-04,MODERATE,DEFENSIVE,QQQ,TLT,True,True,3,-0.038133172262712844,,-0.002854322289646105,75.65236511164613
A-RVol v3 (NASDAQ QQQ Moderate),2021-03-09,DEFENSIVE,MODERATE,TLT,QQQ,True,True,2,,0.0028624927665537037,,
A-RVol v3 (NASDAQ QQQ Moderate),2021-03-11,MODERATE,DEFENSIVE,QQQ,TLT,True,False,13,-0.02231447770092332,,0.0,77.32226267588919
A-RVol v3 (NASDAQ QQQ Moderate),2021-03-30,DEFENSIVE,MODERATE,TLT,QQQ,True,False,26,,0.0,,86.28152047666866
A-RVol v3 (NASDAQ QQQ Moderate),2021-05-06,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,4,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2021-05-12,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,18,,,,84.3522999798415
A-RVol v3 (NASDAQ QQQ Moderate),2021-06-08,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,82,,,,98.44981327380545
A-RVol v3 (NASDAQ QQQ Moderate),2021-10-04,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,84.54424599816218
A-RVol v3 (NASDAQ QQQ Moderate),2021-10-25,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,26,,,,94.00771065072868
A-RVol v3 (NASDAQ QQQ Moderate),2021-12-01,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,4,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2021-12-07,MODERATE,DEFENSIVE,QQQ,TLT,True,False,173,-0.0023418654037989928,,-0.11806324797156342,89.1640359892692
A-RVol v3 (NASDAQ QQQ Moderate),2022-08-16,DEFENSIVE,MODERATE,TLT,QQQ,True,True,4,,0.029176762575600756,,
A-RVol v3 (NASDAQ QQQ Moderate),2022-08-22,MODERATE,DEFENSIVE,QQQ,TLT,True,False,72,-0.003983268147794261,,-0.10879248441169509,88.2254065752003
A-RVol v3 (NASDAQ QQQ Moderate),2022-12-02,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ QQQ Moderate),2022-12-05,MODERATE,DEFENSIVE,QQQ,TLT,True,False,24,0.008464887731757242,,0.0,80.0
A-RVol v3 (NASDAQ QQQ Moderate),2023-01-10,DEFENSIVE,MODERATE,TLT,QQQ,True,False,69,,0.0,,89.24824619084632
A-RVol v3 (NASDAQ QQQ Moderate),2023-04-20,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,13,,,,74.8808256881843
A-RVol v3 (NASDAQ QQQ Moderate),2023-05-09,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,28,,,,86.76034531368215
A-RVol v3 (NASDAQ QQQ Moderate),2023-06-20,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,5,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2023-06-27,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,14,,,,81.97015561320171
A-RVol v3 (NASDAQ QQQ Moderate),2023-07-18,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,11,,,,67.44734211136422
A-RVol v3 (NASDAQ QQQ Moderate),2023-08-02,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,12,,,,73.32445398962932
A-RVol v3 (NASDAQ QQQ Moderate),2023-08-18,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,7,,,,83.60440266783124
A-RVol v3 (NASDAQ QQQ Moderate),2023-08-29,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,78.57959232493053
A-RVol v3 (NASDAQ QQQ Moderate),2023-09-20,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,25,,,,66.39002399432106
A-RVol v3 (NASDAQ QQQ Moderate),2023-10-25,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,26,,,,86.73751318825146
A-RVol v3 (NASDAQ QQQ Moderate),2023-12-01,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,55,,,,84.18739762636275
A-RVol v3 (NASDAQ QQQ Moderate),2024-02-22,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,25,,,,80.38442498051012
A-RVol v3 (NASDAQ QQQ Moderate),2024-03-28,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,16,,,,48.49407776486892
A-RVol v3 (NASDAQ QQQ Moderate),2024-04-22,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,21,,,,86.89365688222017
A-RVol v3 (NASDAQ QQQ Moderate),2024-05-21,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,38,,,,89.11899258248023
A-RVol v3 (NASDAQ QQQ Moderate),2024-07-17,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,5,,,,
A-RVol v3 (NASDAQ QQQ Moderate),2024-07-24,MODERATE,DEFENSIVE,QQQ,TLT,True,False,46,-0.005557038221706612,,-0.011258364454080683,80.23382456972166
A-RVol v3 (NASDAQ QQQ Moderate),2024-09-27,DEFENSIVE,MODERATE,TLT,QQQ,True,True,3,,0.011386558479318687,,
A-RVol v3 (NASDAQ QQQ Moderate),2024-10-02,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,25,,,,86.0269018621324
